,Unnamed: 0,image_id,file_name,text,home or hotel,person,bottle,cup,bowl,chair,couch,bed,dining table,tv,laptop,remote,cell phone,oven,sink,book,permuted_text
154,51729,439071,images/real/000000439071.jpg,"1 person, 1 refrigerator",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 person
155,53301,234515,images/real/000000234515.jpg,"1 person, 1 bottle, 1 chair, 1 tv",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"1 person, 1 chair, 1 tv"
156,51117,511358,images/real/000000511358.jpg,4 toothbrush,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1 bottle
157,50011,112553,images/real/000000112553.jpg,"1 person, 1 cat, 5 bottle, 1 bowl, 1 microwave",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1 person, 1 bowl"
158,52806,355389,images/real/000000355389.jpg,"1 dog, 2 tv, 1 mouse, 1 keyboard",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1 tv
159,51068,507783,images/real/000000507783.jpg,9 suitcase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,53468,282828,images/real/000000282828.jpg,"2 bottle, 1 bowl, 1 laptop, 1 book",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"1 bowl, 1 laptop, 1 book"
161,49714,362327,images/real/000000362327.jpg,"1 cat, 1 couch",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"1 bottle, 1 couch"
162,52308,265382,images/real/000000265382.jpg,"1 person, 1 cell phone",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1 person, 1 cell phone"
163,52892,309774,images/real/000000309774.jpg,1 motorcycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,53076,426474,images/real/000000426474.jpg,"1 sandwich, 1 dining table",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1 dining table
165,51678,572565,images/real/000000572565.jpg,"2 cup, 1 dining table, 1 vase",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"1 cup, 1 dining table"
166,50106,500612,images/real/000000500612.jpg,"1 person, 1 cup, 3 chair, 1 microwave, 2 sink, 1 refrigerator",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"1 person, 1 cup, 1 chair, 1 sink"
167,53744,17769,images/real/000000017769.jpg,"1 bear, 2 teddy bear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,52384,291677,images/real/000000291677.jpg,"1 person, 2 backpack, 1 handbag, 1 bottle, 10 chair, 3 couch, 1 potted plant, 2 dining table, 1 tv, 3 remote, 1 refrigerator",1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,"1 person, 1 chair, 1 couch, 1 dining table, 1 tv, 1 remote"
169,49385,332706,images/real/000000332706.jpg,"1 tv, 1 keyboard, 9 book, 1 scissors",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"1 tv, 1 book"
170,52549,438252,images/real/000000438252.jpg,"1 tv, 1 laptop, 1 mouse",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"1 tv, 1 laptop"
171,49894,516176,images/real/000000516176.jpg,"1 person, 1 backpack, 1 handbag, 1 tie",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 person
172,53862,472226,images/real/000000472226.jpg,"1 bottle, 1 microwave",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1 bottle
173,50086,358690,images/real/000000358690.jpg,"1 person, 1 tie, 1 suitcase",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 person
174,52393,507166,images/real/000000507166.jpg,"1 person, 1 tie",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 person
175,50110,542824,images/real/000000542824.jpg,"1 person, 1 handbag, 3 cup, 2 knife, 2 spoon, 1 dining table, 1 cell phone",1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"1 person, 1 cup, 1 dining table, 1 cell phone"
176,53743,527529,images/real/000000527529.jpg,"1 cat, 1 handbag, 2 book",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 book
177,53560,531751,images/real/000000531751.jpg,"1 person, 1 teddy bear",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 person
178,51731,182516,images/real/000000182516.jpg,"1 person, 1 bed, 1 laptop",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"1 person, 1 bed, 1 laptop"
179,51466,555811,images/real/000000555811.jpg,1 cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,52535,132646,images/real/000000132646.jpg,"1 cat, 1 bottle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,51586,2244,images/real/000000002244.jpg,14 laptop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1 laptop
182,52174,175310,images/real/000000175310.jpg,"2 cup, 1 sink, 1 toothbrush",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"1 cup, 1 sink"
183,50781,369642,images/real/000000369642.jpg,"1 person, 1 toothbrush",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 person
184,52814,446812,images/real/000000446812.jpg,"1 person, 6 bottle, 1 refrigerator",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 person
185,52919,525876,images/real/000000525876.jpg,"1 person, 1 spoon, 1 bowl, 1 dining table",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"1 person, 1 bowl, 1 dining table"
186,49590,544522,images/real/000000544522.jpg,"1 person, 1 cup, 2 bowl, 4 orange, 1 sink, 1 clock",1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,"1 person, 1 cup, 1 bowl, 1 sink"
187,51134,386715,images/real/000000386715.jpg,"1 dog, 1 chair, 1 couch",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1 chair, 1 couch"
188,51860,336762,images/real/000000336762.jpg,"1 cup, 1 sandwich, 1 laptop",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"1 cup, 1 laptop"
189,52202,185700,images/real/000000185700.jpg,"1 person, 1 scissors",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 person
190,52673,2992,images/real/000000002992.jpg,"1 person, 1 cake, 1 dining table",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1 person, 1 dining table"
191,52096,313914,images/real/000000313914.jpg,"1 person, 1 bed, 1 remote, 1 cell phone",1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,"1 person, 1 bottle, 1 bed, 1 remote, 1 cell phone"
192,52808,471686,images/real/000000471686.jpg,"1 person, 2 bottle, 2 spoon, 1 bowl, 3 chair, 1 dining table, 1 sink, 1 vase, 1 scissors",1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,"1 person, 1 bowl, 1 chair, 1 dining table, 1 sink"
193,51170,402364,images/real/000000402364.jpg,"1 tv, 1 mouse, 1 keyboard",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1 bottle, 1 tv"
194,50309,462750,images/real/000000462750.jpg,"1 person, 1 chair, 1 couch, 1 bed, 1 laptop",1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,"1 person, 1 chair, 1 couch, 1 bed, 1 laptop"
195,51990,15073,images/real/000000015073.jpg,3 clock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196,53839,488240,images/real/000000488240.jpg,"1 person, 1 cell phone, 1 toothbrush",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1 person, 1 cell phone"
197,51141,464462,images/real/000000464462.jpg,"1 person, 1 cup, 2 couch, 1 dining table, 2 laptop",1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,"1 person, 1 bottle, 1 cup, 1 couch, 1 dining table, 1 laptop"
198,50807,21396,images/real/000000021396.jpg,"2 cat, 1 chair",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1 chair
199,51794,224833,images/real/000000224833.jpg,1 cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
